1, android/support/v4/app android/support/v4/view android/support/v4/content android/support/v4/util at/enajat/david/android/filechooser
2, android/support/v4/os
3, android/support/v4/widget
4, at/tomtasche/reader
5, at/tomtasche/writer
6, openoffice xml
7, util
