1,com/j256/ormlite/android com/j256/ormlite/dao com/j256/ormlite/db com/j256/ormlite/field com/j256/ormlite/logger com/j256/ormlite/misc com/j256/ormlite/stmt com/j256/ormlite/support com/j256/ormlite/table
2,org/jsoup
3,pl/droidsonroids/gif
4,org/floens/chan
5,com/mobeta/android/dslv
6,com/micromobs/android/floatlabel
7,com/davemorrissey/labs/subscaleview
8,com/android/volley/toolbox
9,android/support/v4/widget
10,android/support/v4/view
11,android/support/v4/content
12,android/support/v4/app
13,android/support/v13/app
